,Discription,Name,Age,Date,Sex,Size,Color,Education,Breed,Adjusted to
100,"יפיוף על 3 רגליים, סשה הוא כלב חזק ומדהים. הוא לא מתחבר לכל אחד, בגלל חוויות קשות שעבר בחייו. הוא הספיק להיות בבית ולחזור, אחרי שתקף ילד שלקח לו את הכדור..הוא זקוק למאמצים עם ניסיון, בבית בלי ילדים, מאמצים שרוצים לתקן לב שעבר חוויות כואבות מדי בחיי.",סשה,5 שנים,03-07-2018,זכר,בינוני,חום שחור,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר"
101,"לאסי הבובה נמצאה משותקת! עם שבר מורכב בגב, היא גררה את עצמה בניסיון לשרוד. . לשמחתנו, למרות השיתוק, גילינו שהיא מרגישה את הרגליים, פשוט לא מסוגלת להזיז אותן. בעזרת ד""ר קוליק המדהימה, היא התחזקה פלאים והיום בעזרת כיסא גלגלים, היא מתגלגלת מאושרת, מחוייכת ומפיצה אהבה וקסם לכל הכיוונים.",לאסי,שנה,26-01-2023,נקבה,בינוני,חום לבן,חינוך בסיסי,מעורב,"ילדים, אנשים שכבר גדלו כלב בעבר, בית עם חתולים"
102,"פז הכלבלב שאי אפשר לא להיות בו מאוהב! את פז קנו כשהיה גורון קטנטן ואז כשנהייה חולה הוא ננטש כמו חפץ מקולקל. פז הוא כלב מיוחד. הוא שונה משאר הכלבים בהתנהלות שלו, אבל לא שונה באהבה שלו. הראש של פז עובד קצת אחרת ולכן הוא מתנהל באיטיות, לפעמים קצת מאבד שיווי משקל, אבל כלב כזה מיוחד-אין לאף אחד. פז לוקח חלק בפרויקט #אומנהלחיים אימוץ ללא עלות, כולל טיפולים רפואיים עלינו ו-2 שקי מזון מתנת אורבן צ'ויס.",פז,3 שנים,17-02-2021,זכר,בינוני,שחור לבן,חינוך בסיסי,מעורב,"ילדים, אנשים שכבר גדלו כלב בעבר, בית עם חתולים"
103,"פונץ' הממתק! כלבלבון סופר חברותי ומקסים, שיכול להיות מאוד טריטוריאלי למקום שלו ולצעצועים שלו ולכן זקוק למאמצים מנוסים. כלב עמוס באהבה, שיכניס הביתה מלא שמחה.",פונץ',3 שנים,02-02-2021,זכר,בינוני,חום לבן,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר"
104,"לאב האומלל ננטש כבר משני בתים…כלב חרדתי, שמטופל בכדורים, ננטש כבר פעמיים כי לא מסתדר עם אנשים שלא מכיר..ולכן כשמגיעים אורחים הביתה- צריך לשמור עליו שלא ינהם…אהוב אומלל. זקוק לבית עם ניסיון, בית בלי ילדים, בית שיהיה מספיק סבלני לתקן את הלב שמרוסק בפנים. לאב לוקח חלק בפרויקט #אומנהלחיים אימוץ ללא עלות עבור הכלבים המבוגרים שלנו, כולל טיפולים רפואיים, בהתאם לגילו- עלינו, ו-2 שקי מזון מתנת אורבן צ'ויס..",לאב,8 שנים,09-09-2015,זכר,בינוני,חום לבן,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר"
105,"בקהאם המשגע! רועה בלגי מעורב עם לב זהב. כלב מקסים, שקצת חושש וחושד במפגש ראשון, אבל כשמכיר נותן אהבה והמון. מסתדר עם כלבים, מרעיף אהבה לכל הסובבים, רק זקוק ליותר מרגע אחד, כדי לפתוח את ליבו לעד..",בקהאם,שנה,03-08-2022,זכר,גדול,חום,חינוך בסיסי,"מעורב, מלינוואה","ספורטאים, אנשים שכבר גדלו כלב בעבר"
106,"בנפיקה המהממת!!!!!! פצצת אנרגיה משגעת שמחכה למישהו לרוץ איתו למרחקים ארוכים. כלבה חזקה ומדהימה, שמעניקה כמויות אדירות של אהבה..",בנפיקה,4 שנים,20-02-2019,נקבה,בינוני,חום,חינוך בסיסי,מלינוואה,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר"
107,"כלבלונת סופר חרדתית ועצובה, שהוצאנו מהסגר בדרום. ססיל המתוקה, נראה שבחייה הקצרים כבר חוותה חוויות רעות מאנשים וייקח המון זמן עד שהלב יסיר את החומות. זקוקה למאמצים עם ניסיון וסבלנות, שיגיעו כמה פעמים ויתנו לה הזדמנות להכיר ולרכוש אמון.",ססיל,3 שנים,01-09-2020,נקבה,בינוני,חום לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר, בית עם חתולים"
108,"ג'וזפין המקסימה, נמצאה אחרי שעברה ניתוח כושל להסרת הרגל. לא רק שהניתוח כשל..הוא אפילו סיכן את חייה! במקום נוצר זיהום חמור, שהשתלט על כל הגוף והיא הגיע אלינו בסכנת חיים. היא אושפזה, התחזקה ועברה ניתוח נוסף. לראות אותה היום מתרוצצת והכי מחייכת, על 3 רגליים, זה פשוט אושר גדול! כלב עמוסה באנרגיה ואהבה, מחכה לבית המושלם.",ג'וזפין,4 שנים,13-08-2019,נקבה,בינוני,חום שחור,חינוך בסיסי,מלינוואה,"ילדים, ספורטאים"
109,"סנופי ננטש מבית כי מאוד שומר על מי שאוהב ועל כך נענש ובגיל 10 לכלוב ננטש. ימי הקיץ הלוהטים, לא השאירו הקיץ טיפת חמלה, בליבם של בני האדם וסנופי מצטרף לרשימה ארוכה מדי של כלבים מבוגרים שבמקום שיזדקנו בכבוד, במזגן, כלואים בחום מאחורי הסורגים..סנופי לוקח חלק בפרויקט #אומנהלחיים אימוץ ללא עלות, כולל טיפולים רפואיים בהתאם גילו-עלינו ו-2 שקי מזון גדולים מתנת ביופט..",סנופי,10 שנים,07-08-2013,זכר,בינוני,לבן,חינוך בסיסי,מעורב,"בית עם חתולים, ספורטאים, אנשים שכבר גדלו כלב בעבר"
110,"את ברבי הבובה מצאו חיילים בבסיס שלהם. המתוקה עבר אלינו וטופלה וכעת מחכה לבית מלא באהבה. כלבה עדינה וביישנית במפגש ראשון, תיפתח לאהבה גדולה בבית סבלני שיעניק פינוקים- והמון.",ברבי,4 שנים,05-02-2020,נקבה,בינוני,בז',חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר, בית עם חתולים"
111,חתיך על חלל שננטש מבית ולקח את הפרידה מאוד קשה. פרנקו הוא כלב שלא סומך על אנשים ולוקח לו המון זמן עד שהוא מסיר את החומות ומאפשר לגשת ללב שמדמם שם בפנים. הוא יכול להיות לא צפוי ולכן לא מתאים לבית עם ילדים קטנים וזקוק למאמצים עם ניסיון שיתקנו את הנזק שנגרם לו.,פרנקו,6 שנים,03-01-2018,זכר,בינוני,חום לבן,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר"
112,"את סקיי המהממת החזיקו כל חייה קשורה בחצר וגרמו לה עוול נוראי! היא ננטשה מאותו הבית- וטוב שכך (!) אבל נותרה עם חוסר אמון מוחלט בבני האדם. מאוד לחוצה במפגש חדש עם אנשים, כשמכירה, מקסימה, אבל זקוקה למאמצים עם ניסיון ורצון לתקן לב שהרסו במשך חיים שלמים. סקיי לוקחת חלק בפרויקט #אומנהלחיים אימוץ ללא עלות, כולל טיפולים רפואיים בהתאם לגילה-עלינו ו-2 שקי מזון מתנת ביופט.",סקיי,8 שנים,20-05-2015,נקבה,גדול,חום לבן,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר"
113,"בובי בובוני! כלבלבון עם אנרגיות מקפיצות, ממתק בינלאומי שאוהב מלא להשתובב ולשחק ומחכה להפיץ אור ואהבה בבית הכי מפנק שיש..",בובי,שנה,09-08-2022,זכר,בינוני,שחור לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים"
114,"כלבלבונת עצובה שחיה חמש שנים במפעל. שושה המתוקה, כלבה מאוד חששנית וטריטוריאלית. לוקח לה הרבה זמן לבנות אמון ולהפתח וזקוקה למאמצים עם ניסיון שיתקנו שנים של לב כואב מאוד. שושה לוקחת חלק בפרויקט  #אומנהלחיים אימוץ ללא עלות עבור הכלבים המבוגרים שלנו, כולל טיפולים רפואיים, בהתאם לגילה- עלינו, ו-2 שקי מזון מתנת ביופט.",שושה,7 שנים,08-06-2016,נקבה,בינוני,חום לבן,חינוך בסיסי,מעורב,"אנשים שכבר גדלו כלב בעבר, ספורטאים"
115,"ליאו היפיוף הוא כלב מאוד לחוץ. הוא אנרגטי ומקסים, אבל זקוק לזמן כדי להכיר ולהסיר חומות ולכן מחכה למאמצים עם ניסיון.",ליאו,6 שנים,07-02-2018,זכר,בינוני,חום שחור,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר"
116,"דורית המתוקית, נמצאה עם הגורים שלה, רזה ואומללה, דאגה לגוריה במסירות מעוררת הערצה. הגורים אומצו ועכשיו מגיע גם לה, שמישהו ידאג לה ויפנק בלי הפסקה.",דורית,שנתיים,10-03-2021,נקבה,בינוני,חום,חינוך בסיסי,מעורב,"ילדים, ספורטאים"
117,"מתיקות שיא של כלבה מדהימה עם עיניים כובשות, את לוקה אימצו בתור גורה ונטשו אותה מבית אחרי 4 שנים כי רכושנית לצעצועים שלה ולמזון. כלבה מקסימה שמחכה למאמצים שמבינים עניין, למאמצים שיבטיחו לה לתמיד בית חם. #אומנהלחיים הפרוייקט שלנו לקיץ, אימוץ ללא עלות עבור הכלבים המבוגרים שלנו, כולל טיפולים רפואיים במידת הצורך ו-2 שקי מזון מתנת ביופט.",לוקה,9,08-03-2014,נקבה,בינוני,חום,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר"
118,"יוהאן המתוק, עומד ומחכה שתגיעו לקחת אותו היום לבית לו הוא כל כך מחכה. כלבלבון חמודון, קצת ביישן במפגש ראשון, אבל מהר מאוד נפתח לאהבה ומחכה למאמצים שיעניקו לו ביטחון והרבה פינוקים, בבית לא פחות ממקסים..",יוהאן,שנתיים,02-03-2021,זכר,בינוני,חום,חינוך בסיסי,מעורב,"ילדים, ספורטאים"
119,"כלבה סופר חששנית ועדינה, בילי היא כלבלבונת ששוברת את הלב, יש לה בלב כל כך הרבה כאב. מתוקה אמיתית, שזקוקה לכמה מפגשים כדי להפתח למגע. בילי זקוקה למאמצים עם סבלנות וניסיון, כדי לרפא את הלב שכואב נורא.",בילי,4 שנים,14-02-2020,נקבה,בינוני,חום לבן,חינוך בסיסי,מעורב,"אנשים שכבר גדלו כלב בעבר, בית עם חתולים, ילדים, ספורטאים"
120,"רוזה היפהפייה הגיעה אלינו במצב קשה, אחרי שהסתובבה ברחובות באר שבע, לא מעוקרת. מכיוון ולא עוקרה, היה לא גידול כואב, שטופל והוסר ועכשיו, מעוקרת ובריאה היא מחכה לאהבה מפנקת וטובה. כלבה עדינה וביישנית שבבית סבלני תפרח..",רוזה,5 שנים,10-07-2018,נקבה,בינוני,שחור,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר, ילדים"
121,"כזאת טובה, כל כך עדינה וכמה אהבה שהיא מבקשת! ג'וזי היפהפיה שלנו, ננטשה בפעם הראשונה, אחרי 6 שנים מבית, כי היתה טריטוריאלית ובפעם השנייה כי לא הסתדרה עם הילדים. יש בה כל כך הרבה רצון לאהבה, הדבר היחיד שהיא מבקשת כל הזמן זה שיגעו בה ויאהבו אותה בלי סוף, ככה שממש לא ברור איך הלב הזה, פעמיים, התרסק לאלף ואחת חתיכות. ג'וזי לוקחת חלק בפרויקט #אומנהלחיים אימוץ ללא עלות עבור הכלבים המבוגרים שלנו, כשהטיפול הרפואי בבעיות הקשורות לגילה, עלינו ו-2 שקי מזון גדולים מתנת ביופט.",ג'וזי,8 שנים,10-03-2015,נקבה,בינוני,חום שחור,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר"
122,"כלבלבונת עדינה וחששנית שהוצאנו מהסגר. סתיו המתוקה, בחייה הקצרים נראה שכבר הספיקה לחוות הרבה כאב. סתיו זקוקה לבית סבלני ואוהב, שהשמחה תחזור לעיניים והלב יתרחב.",סתיו,5 שנים,07-03-2018,נקבה,בינוני,שחור לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר, בית עם חתולים"
123,"יפיוף על שננטש שוב ושוב עם לב מרוסק וכואב. מאז, טופי שומר מכל משמר על מי שאוהב ובגלל שטריטוריאלי מתקשה למצוא בית אוהב. כלב מקסים, עמוס באהבה, שרוצה, אחת ולתמיד לזכות באהבה לתמיד. טופי לוקח חלק בפרוייקט #אומנהלחיים אימוץ ללא עלות עבור הכלבים המבוגרים שלנו, כולל 2 שקי מזון מתנת ביופט וטיפולים רפואיים בהתאם לגילו.",טופי,10 שנים,08-08-2013,זכר,גדול,לבן,חינוך בסיסי,מעורב,"אנשים שכבר גדלו כלב בעבר, בית עם חתולים, ילדים, ספורטאים"
124,"את שמש המתוק הוצאנו מהסגר כדי להעניק לו עתיד טוב יותר! כלב עדין וביישן, מתוק ומקסים, שפשוט זקוק למאמצים סבלניים איתם יוכל להפתח ואז השמש יזרח!.",שמש,4 שנים,10-07-2019,זכר,בינוני,חום לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר, בית עם חתולים"
125,"ניק נמצא אחרי שעבר התעללות קשה, עם קולר שקרע את צווארו, מורעב ומיובש. למרות מה שעבר, המתוק הזה לא הפסיק לכשכש בזנבו וביקש עזרה, ניק טופל והחלים ואנחנו מאושרים לעדכן שהוא יכול לצאת להתפנק בבית אוהב שכל כך מגיע לו. ניק, מתוק ועדין.",ניק,3 שנים,18-08-2020,זכר,בינוני,חום לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים"
126,"ניר המתוק, כלבלב סופר חששן ועדין כל כך, עם לב שבור הוא מחכה למאמצים סבלניים, לבית שילמד אותו שיש אהבה טובה וששווה להיות אמיץ בשבילה.",ניר,4 שנים,02-08-2019,זכר,בינוני,חום לבן,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר, בית עם חתולים, ילדים"
127,"ג'ינג'ית מהממת ביופיה, את לוקה נטשו מבית בגלל שטריטוריאלית והיא בכלוב בוכה. כלבה מקסימה עם לב שבור לרסיסים, מחכה למאמצים עם ניסיון, ישבטיחו להיות לה למשפחה- לתמיד.",לוקה,5 שנים,06-02-2019,נקבה,בינוני,חום,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר"
128,"ריידר ננטש מבית ולקח את הפרידה מאוד מאוד קשה (ובצדק). במשך מספר ימים כמעט ולא נתן לנו להתקרב אליו ושבר לנו את הלב. ואז לאט לאט החל להיפתח והתגלה כלב מקסים. ריידר זקוק למאמצים עם ניסיון, בבית בלי ילדים, הוא יהיה החבר הכי טוב שלכם, אם רק תתנו לו הזדמנות, תגיעו לכמה מפגשים עם המאלפים שלנו ותעניקו לו הזדמנות לתקן את הלב שנשבר לרסיסים.  ריידר לוקח חלק בפרויקט #אומנהלחיים אימוץ ללא עלות, כולל טיפולים רפואיים, בהתאם לגילו, עלינו ו-2 שקי מזון מתנת אורבן צ'ויס.",ריידר,8 שנים,11-02-2016,זכר,בינוני,חום,חינוך בסיסי,"מעורב, מלינוואה","ספורטאים, אנשים שכבר גדלו כלב בעבר"
129,"אמציה המשגע! כלב מצחיק, שילוב של צבוע וכלבלב, הגיע מהסגר בצפון עם רגל שבורה, טופל והחלים ומחכה לבית זהב. מתפנק, חברותי ומדהים..",אמציה,שנתיים,03-07-2021,זכר,בינוני,מנומר,חינוך בסיסי,מעורב,"ילדים, ספורטאים"
130,"פיפיו אומץ בתור גור קטן וחזר גמור לכלוב. כלב לחוץ וחששן, שמאוד נבהל ממפגש עם אנשים חדשים ונוהם. כלב עם לב שבור שזקוק למאמצים עם ניסיון שיתקנו את הלב ויבטיחו לו בית- לתמיד!.",פיפיו,5 שנים,20-09-2018,זכר,גדול,חום,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר"
131,"ריי הוא אחד הממרחים הכי מתוקים שיש. בתחילה הוא ננטש מבית בגלל אלרגיה..אחר כך ננטש כי היה טריטוריאלי בבית ועכשיו ריי רוצה להגיע לבית עם מאמצים מנוסים, שלא יחזירו אותו שוב לכלוב בחיים.",ריי,6 שנים,11-10-2017,זכר,בינוני,חום לבן,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר"
132,"בונו היפיוף ננטש מבית עם לב מרוסק. כלב עדין, חששן וביישן שלוקח לו זמן להיפתח, עכשיו צריך להתחיל הכל מהתחלה. בונו מחכה למאמצים סבלניים, בבית שיבטיח להיות שלו לעולמים..",בונו,5 שנים,11-07-2018,זכר,בינוני,חום לבן,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר"
133,"זה כזה דובון אכפת לי מתוק, שפשוט אי אפשר שלא להתאהב בו בשניות! אופירי הוא פשוט כלבלב חמוד ברמות מוגזמות. הפרצופון הזה מספר רק במעט, על החמידות שמתפרצת כנמצאים בחברתו. הוא ביישן, הוא לא ממש יודע איך להגיב עם אנשים חדשים וכמו רב הכלבים ינבח…אבל טיפת סבלנות ואתם מאוהבים בטירוף!.",אופיר,4 שנים,02-12-2019,זכר,בינוני,חום לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר"
134,"אי אפשר להתחיל בכלל להסביר במילים כמה שהכלבה הזאת היא מדהימה! נסיכה מהאגדות, עדינה וטובה כזאת,שננטשה מבית עם לב מרוסק ומטופלת בנוגדי חרדה בגלל שחרדתית נורא…אנשים עם ניסיון וסבלנות יזכו באהובה מהאגדות! סול לוקחת חלק בפרוייקט #אומנהלחיים אימוץ ללא עלות עבור הכלבים המבוגרים שלנו, כשהטיפול הרפואי בבעיות הקשורות לגילה, עלינו ו-2 שקי מזון גדולים מתנת ביופט.סול מסתדרת עם חלק מהכלבים וחתולים, צריכה בית סבלני עם ניסיון ובלי ילדים, היא צריכה שמישהו ימצא את המפתח לליבה, יציל אותה ויהיה סובלני וקשוב לנפש פגועה שלא מצליחה להתאושש וכואבת נורא..",סול,10 שנים,21-08-2013,נקבה,בינוני,חום לבן,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר, בית עם חתולים"
135,"פלאפל הכלבלב שיכניס לחייכם אהבה והמון שמחה, הוא הגיע אלינו בתור גור קטן עם שבר שתוקן אומץ ואז חזר לכלוב מאוד עצוב. אנרגטי ומלא שמחת חיים, לאנשים שרוצים לנצח להישאר ילדים. פלאפל לוקח חלק בפרויקט #אומנהלחיים אימוץ ללא עלות, כולל טיפולים רפואיים בהתאם לגילו-עלינו ו-2 שקי מזון גדולים מתנת אורבן צ'ויס.",פלאפל,7 שנים,06-12-2016,זכר,בינוני,חום לבן,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר"
136,"אלאדין נמצא משוטט לבד באזור הצפון ונראה שעבר חיים לא קלים עד עכשיו. הוא עלול להיות לחוץ ולכן זקוק למאמצים עם ניסיון בבית בלי ילדים קטנים, מאמצים שיעבדו איתו ויעניקו לו בית לתמיד.",אלאדין,6 שנים,11-10-2017,זכר,בינוני,שחור,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר"
137,"כלבלב עדין וביישן שננטש מבית כי מאוד לחוץ ממפגשים עם אנשים חדשים. מוריסי רוצה עכשיו להגיע לבית עם מאמצים מנוסים, שיתנו לו את הזמן להפתח ויבטיחו להיות שלו לעד.",מוריסי,3 שנים,09-02-2021,זכר,בינוני,בז',חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר"
138,"צ'פלין הגיע אלינו בתור גור קטן, אומץ ואחרי 3 שנים בבית ננטש, כי נוהם על אנשים שלא מכיר. מתוק, עדין וחששן, שזקוק למאמצים עם ניסיון, שיבטיחו לו עכשיו בית לתמיד ולא ישברו לו, שוב, את הלב לרסיסים.",צ'פלין,5 שנים,17-10-2018,זכר,בינוני,חום לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר, בית עם חתולים"
139,"מחונך לצרכים, גדול ומדהים, נמר המשגע נמצא במצב הזנחה קשה מאוד. הוא טופל, קיבל מלא ואהבה ויצא להתפנק באומנה. עכשיו המהמם הזה מחכה לבית שאוהב חיבוקים גדולים..",נמר,6 שנים,13-06-2017,זכר,גדול,שחור לבן,חינוך בסיסי,"מעורב, דני","ילדים, ספורטאים"
140,"את אבסולוט המתוק הוצאנו מכלביית צור משה, בה עשינו תחקיר על תנאי האחזקה הנוראיים בהם הוחזקו עשרות כלבים אומללים. כלבלב מתוק ועדין שבקושי התחיל את חייו וכבר עבר זוועות. עדין עדין עדין וכל כך חמוד! אבסולוט הכלבלב שהמבט המבוייש שלו כובש בשנייה את הלב. מתבייש לבקש אהבה, אבל עם קצת סבלנות ועם לב רחב, הוא יפרח בבית ויכניס לתוכו קסם בלי סוף..",אבסולוט,תשעה חודשים עד שנה,22-02-2023,זכר,בינוני,חום שחור,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר, בית עם חתולים"
141,"כלבלבונת סופר חששנית ועצובה, אפרתי המתוקה זקוקה למאמצים שיגיעו מספר פעמים כדי לעבוד איתה ועם המאלפים ולהעניק לה ביטחון ולזכות בבית בו תוכל לפרוח ולאהוב המון.",אפרת,4 שנים,07-06-2019,נקבה,בינוני,חום לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר, בית עם חתולים"
142,"כלבלבונת חששנית עדינה וביישנית שזקוקה ליותר ממפגש אחד כדי להפתח. מל המקסימה, כלבה שבעדינות וסבלנות תיפתח לאהבה גדולה.",מל,3 שנים,11-12-2020,נקבה,בינוני,שחור לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר, בית עם חתולים"
143,"חץ המהמם נמצא משוטט לבדו. לא ברור איך ויתרו על כזה כלבלב מהמם ומושלם ועוד יותר לא ברור, מה ממרח כזה עדיין עושה בכלבייה??? כלב שכל כולו אהבה, פינוקים וכמה שהוא מתרגש כשהוא זוכה במגע, כמה שהוא מתחנן לעוד ועוד אהבה. מאולף ומעלף מחכה לאהבה הכי גדולה שיש. חץ לוקח חלק בפרויקט #אומנהלחיים אימוץ ללא עלות עבור הכלבים המבוגרים שלנו,כשהטיפול הרפואי בבעיות הקשורות לגילו עלינו ו-2 שקי מזון גדולים מתנת ביופט.",חץ,10 שנים,04-07-2013,זכר,בינוני,חום,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר, בית עם חתולים"
144,פעמיים נטשו את סוזי מבית והיפהפיה הזאת מאז מאוד לחוצה מאנשים חדשים. היא יכולה להיות תוקפנית כשלא מכירה ולכן זקוקה לבית עם מאמצים עם ניסיון ובלי ילדים קטנים..,סוזי,3 שנים,04-05-2020,נקבה,בינוני,לבן,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר"
145,"3 שנים שמיילו היה חלק ממשפחה ואז ננטש. מיילו היפיוף, כלב עדין שמפחד להשאר בבית לבד, מפחד כשמגיעים אורחים ועל כך 'נענש' ולכלוב הגיע עצוב כל כך. מיילו זקוק למאמצים שעובדים מהבית או שיקחו אותו איתם לעבודה. מאמצים שיבטיחו להיות לו לבית, בטוב וגם ברע..",מיילו,4 שנים,01-09-2019,זכר,בינוני,מעורב,חינוך בסיסי,מעורב,"ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר"
146,"ג'וני מהממוני, הגיע אלינו בתור גורון קטן וחולה עם רגל פצועה. חודשים ארוכים שהוא טופל במרפאה. הוא החלים, הרגל עדיין נותרה חלשה אבל המתיקות רק גדלה. ג'וני מחכה כעת לצאת לבית הכי מפנק שיש..",ג'וני,שנתיים,24-03-2021,זכר,בינוני,חום לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים, בית עם חתולים"
147,"כבר יותר מדי שנים שיושב לו בכלוב נמר אחד מושלם, טייגר האהוב, ממש לא ברור וזו בהחלט אחת התעלומות, איך כלבלב מהמם שכזה מחכה כל כך הרבה זמן לבשורות טובות. הוא כל כך צמא לאהבה, כל כך זקוק כבר למרחבים שבחוץ, לאויר לנשימה, הוא פשוט נעלם בין עשרות הכלבים והגיע הזמן שתכירו אותו ותבואו במיוחד בשבילו לכלבייה- כדי שיוכל לזכות סוף סוף בחיים להם הוא מחכה כבר שנים. אחרי 9 שנים (!) הוא חייב להגיע הביתה לתמיד! טייגר לוקח חלק בפרויקט #אומנהלחיים אימוץ ללא עלות עבור הכלבים המבוגרים שלנו, כשהטיפולים הרפואיים, בהתאם לגילו, עלינו,  ושני שקי מזון מתנת ביופט ..כלב של אהבה בלי סוף, צמא לחופש וטיולים. הוא היה טריטוריאלי בבית ולכן חזר מספר פעמים והפעם מקווה לזכות במאמצים עם ניסיון שיבטיחו אהבה לתמיד..",טייגר,12 שנים,14-10-2011,זכר,בינוני,מנומר,חינוך בסיסי,מעורב,"ספורטאים, אנשים שכבר גדלו כלב בעבר"
148,"אנרגטית, מתוקה, מלאת שמחת חיים ואהבה וללא כל ספק כוכבת מלידה! מדונה המהממת מחכה לככב אצלכם בבית ולזכות בקהל מעריצים לכל החיים.",מדונה,שנתיים,10-10-2021,נקבה,בינוני,חום,חינוך בסיסי,מעורב,"ילדים, ספורטאים"
149,"בלינקי המשגעת! פצצת אנריגה מתוקה, שאוהבת בלי סוף להשתובב ולשחק ולא מוותרת על לחלק אהבה בכמויות שממלאות את הלב.",בלינקי,4 שנים,30-01-2020,נקבה,בינוני,חום,חינוך בסיסי,מלינוואה,"ילדים, ספורטאים"
150,את קותי המתוק אימצו בתור גור קטן וכשהילדה פחדה ממנו החזירו אותו לכלוב. קותי הוא כלב מקסים. מלא שמחת חיים ואהבה. אוהב לשחק וממש אין שום סיבה ממנו לפחד!.,קותי,3 שנים,06-01-2021,זכר,בינוני,חום לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים"
151,"אנחנו לא יודעים כמה זמן נשאר לעלמה לחיות. זאת האמת. המדהימה הזאת, עם שמחת החיים הזאת, לא הצליחה להתרומם על הרגליים לפני מספר ימים ובבדיקה נמצא שהיא סובלת מניוון שרירים. אם תסתכלו בסרטון, תראו את פלג גופה האחורי חלש. עם הזמן, גם שאר השרירים בגוף ילכו וייחלשו. לצערנו, במקרה של ניוון שרירים אין שום תרופה שיכולה לעזור לעלמה שלנו. עלמה היא כלבה שמחכה כבר שנים לצאת מכאן. היא מסרבת להזדקן, היא מסרבת להיות ""חולה"" אנחנו כל כך רוצים שאת הזמן שנשאר לה לחיות, לא תעביר בכלבייה. עלמה לוקחת חלק בפרויקט #אומנהלחיים אימוץ ללא עלות עבור הכלבים המבוגרים/חולים שלנו, כולל טיפולים רפואיים ו-2 שקי מזון מתנת ביופט – אוהבים כלבים.",עלמה,7 שנים,24-02-2016,נקבה,בינוני,בז',חינוך בסיסי,"מעורב, מלינוואה","ילדים, ספורטאים, אנשים שכבר גדלו כלב בעבר"
152,"הכלבלב עם הפרצוף הכי מתוק שיש! כרמון המהממון הגיע אלינו עם לסת מרוסקת לגמרי, אחרי שככל הנראה נדרס ונפגע בצורה קשה. הוא טופל והחלים ומאז פשוט מחלק אהבה לכל הכיוונים. כלב עמוס באנרגיות ושמחת חיים, מחכה למישהו לרוץ איתו, להשתובב ולהתפנק מכל הלב.",כרמון,3 שנים,12-01-2021,זכר,בינוני,חום שחור לבן,חינוך בסיסי,מעורב,"ילדים, ספורטאים"
